soldprice,date,model
7.0,3/10,amd athlon ii p320
49.99,3/10,amd fx-6300
69.0,3/10,amd fx-8300
25.0,3/10,amd opteron 4226
59.99,3/10,amd a10-7850k
19.99,3/11,amd athlon ii x4 630
54.89,3/11,amd fx-4100 fx-4130 fx-4300 fx-4350
19.99,3/11,amd a4-3300
24.99,3/11,amd sempron 2600+
225.0,3/11,amd ryzen 7 2700x
17.99,3/11,amd athlon ii x2 b24
22.4,3/11,amd fx-4100 fx-4130 fx-4300 fx-4350
22.4,3/11,amd fx-4100 fx-4130 fx-4300 fx-4350
22.99,3/11,amd fx-4100 fx-4130 fx-4300 fx-4350
29.99,3/11,amd fx-4100 fx-4130 fx-4300 fx-4350
49.99,3/11,amd athlon 64 x2 4200+
27.99,3/11,amd athlon 1100
34.48,3/11,amd phenom ii x4 965
28.99,3/11,amd phenom ii x4 955
12.0,3/11,amd phenom x4 9150e
105.0,3/11,amd athlon 200ge
18.0,3/11,amd phenom ii x2 555
19.99,3/11,amd athlon x2 5400+
27.99,3/11,amd a8-3870k
225.0,3/11,amd ryzen 7 2700x
19.99,3/11,amd athlon ii x2 250
9.6,3/11,amd athlon ii x2 250
9.0,3/12,amd a6-3620
270.96,3/12,amd fx-9590
235.0,3/12,amd fx-8350
199.99,3/12,amd ryzen 7 2700x
17.0,3/12,amd a4-6300
2.95,3/12,amd athlon ii x 2 240
22.81,3/12,amd 386dx
20.05,3/12,amd 386dx
54.99,3/12,amd a10-6800
190.0,3/12,amd fx-8350.
270.96,3/12,amd fx-9590
35.0,3/12,amd a8-3800
24.95,3/12,amd k6-2
89.97,3/13,amd fx-8300
116.65,3/13,amd phenom ii x6 1090t
82.78,3/13,amd phenom ii x6 1075t
35.88,3/13,amd phenom ii x6 1045t
17.99,3/13,amd athlon 64 3200+
21.0,3/13,amd a6-6400k
249.99,3/13,amd ryzen 5 2400ge
8.25,3/13,amd a6-3400m
249.99,3/13,amd ryzen 5 2400ge
54.28,3/13,amd phenom ii x6 1055t
17.99,3/13,amd phenom x3 8450
33.78,3/13,amd a8-3870k
46.76,3/13,amd fx-6100
51.99,3/13,amd phenom ii x6 1055t
164.88,3/13,amd ryzen 5 2600x
59.0,3/14,amd phenom ii x6 1055t
9.39,3/14,amd athlon ii x4 641
12.99,3/14,amd opteron 875
49.99,3/14,amd phenom ii x6 1045t
17.5,3/14,amd athlon ii x2 245
14.34,3/14,amd athlon xp 2000+
6.9,3/15,amd athlon ii x2 235e
15.47,3/15,amd athlon 64 x2
19.36,3/15,amd a8-3500m
25.0,3/15,amd a8-5500
49.99,3/15,amd athlon ii x4 950
14.95,3/15,amd athlon x2
37.99,3/15,amd phenom ii x4 955
18.97,3/15,amd athlon ii x2 270
69.0,3/15,amd a8-6600k
26.89,3/15,amd phenom ii x4 830
34.95,3/15,amd a8-5600k
34.97,3/15,amd fx-4100
1749.97,3/15,amd epyc 7502p
22.78,3/15,amd phenom ii x4 810
12.0,3/15,amd athlon ii x2 240
1749.97,3/15,amd epyc 7502p
14.5,3/15,amd a6-5400k
19.99,3/16,amd athlon ii x3 455
15.0,3/16,amd athlon ii x2 250
17.99,3/16,amd a4-7300
82.61,3/16,amd am486sx2
24.99,3/16,amd a8-5600k
5.0,3/16,amd athlon x2 7550
15.0,3/16,amd ryzen 5 3600
19.99,3/16,amd athlon ii x2 235e
29.99,3/16,amd fx-4100
104.99,3/16,amd fx-8350
69.95,3/16,amd fx-8120
20.0,3/16,amd phenom ii x2 560
5.99,3/16,amd athlon
44.99,3/17,amd athlon ii x2 250
32.95,3/17,amd a6-9500e
229.99,3/17,amd ryzen 5 2400g
9.99,3/17,amd a10-5700
18.49,3/17,amd athlon x4 760k
229.99,3/17,amd ryzen 5 2400g
14.99,3/17,amd a4-6300
12.59,3/17,amd sempron 2800+
113.7,3/17,amd ryzen 7 4800h
30.0,3/17,amd phenom ii x4 965
9.95,3/18,amd athlon ii p320
7.99,3/18,amd a6-3620
38.39,3/18,amd phenom ii x4 965
45.96,3/18,amd a8-6600k
21.99,3/18,amd a4-6320
40.0,3/18,amd phenom ii x6 1055t
29.94,3/18,amd athlon 64 x2 4400+
14.62,3/18,amd athlon 64
59.99,3/18,amd a10-5800k
38.39,3/18,amd phenom ii x4 965
81.88,3/18,amd ryzen 5 1400
44.99,3/18,amd a10-5700
65.0,3/18,amd a8-7600
581.24,3/18,amd epyc 7401p
584.43,3/18,amd epyc 7401p
200.0,3/18,amd ryzen 3 3200g
237.02,3/18,amd ryzen threadripper 1920x
19.99,3/19,amd turion  ii m600
75.99,3/19,amd fx-8150
49.99,3/19,amd a8-6600k
58.99,3/19,amd fx-8100
199.99,3/19,amd ryzen threadripper 1900x
49.99,3/19,amd fx-6100
65.0,3/19,amd fx-8120
41.89,3/19,amd phenom ii x4 965
10.0,3/19,amd a4-7300
82.94,3/19,amd a10-5700
379.99,3/19,amd ryzen threadripper 1950x
12.95,3/19,amd a4-5300
28.99,3/20,amd fx-4100
15.0,3/20,amd fx-4100
19.95,3/20,amd athlon ii x2 260
45.36,3/20,amd athlon ii x2 220
19.89,3/20,amd athlon x4 750k
23.89,3/21,amd athlon x4 750
27.35,3/21,amd athlon x4 860k
23.96,3/21,amd athlon x4 750k
33.99,3/21,amd phenom ii x4 905e
26.99,3/21,amd phenom ii x4 955
9.98,3/21,amd a4-3300
14.62,3/21,amd sempron 64 3400+
19.97,3/21,amd athlon x4 730
41.0,3/21,amd athlon 64 3400+
320.0,3/22,amd phenom ii x4 955
180.0,3/22,amd phenom ii x3 710
69.99,3/22,amd fx-8150
115.0,3/22,amd ryzen 5 1600x
330.0,3/22,amd fx-4100
270.0,3/22,amd athlon ii x4 630
44.97,3/22,amd athlon x4 870k
20.19,3/22,amd sempron 3100
34.99,3/22,amd phenom ii x4 965
39.99,3/22,amd fx-6100
46.89,3/22,amd fx-6300
11.98,3/22,amd athlon ii x4 631
34.34,3/22,amd athlon x4 870k
34.34,3/22,amd athlon x4 870k
107.49,3/22,amd ryzen 3 1300x
240.0,3/22,amd athlon ii x4 620
44.99,3/22,amd fx-6200
54.99,3/22,amd a10-5700
120.0,3/22,amd ryzen 3 1300x
4.0,3/22,amd athlon ii x2 240
94.99,3/22,amd ryzen 3 1200
29.87,3/22,amd phenom ii x4 840
36.99,3/22,amd athlon x4 870k
32.99,3/22,amd fx-4300
209.56,3/22,amd ryzen 7 1700
300.0,3/22,amd a10-5800k
85.0,3/22,amd 1400
180.0,3/22,amd phenom x4-9550
119.86,3/22,amd ryzen 5 1500x
180.0,3/22,amd phenom ii x2 550
330.0,3/22,amd athlon ii x4 640
23.99,3/22,amd athlon x4 750k
180.0,3/22,amd athlon 64 x 2
28.98,3/22,amd athlon x4 750k
23.99,3/22,amd athlon x4 750k
15.98,3/22,amd athlon ii x4 641
207.94,3/22,amd ryzen 7 1700
23.99,3/22,amd athlon x4 830
23.99,3/22,amd athlon x4 750k
23.93,3/22,amd athlon x4 760k
32.89,3/22,amd athlon x4 750k
260.0,3/22,amd a6-6400k
134.99,3/22,amd fx-8350
210.0,3/22,amd phenom ii x3 720
300.0,3/22,amd a10-5800k
39.89,3/22,amd athlon 64 3400
149.9,3/22,amd ryzen 7 1700x
129.0,3/22,amd r3 3100
29.99,3/22,amd athlon x4 750k
204.98,3/22,amd ryzen 7 2700x
204.98,3/22,amd ryzen 7 2700x
260.0,3/22,amd a6-6400k
330.0,3/22,amd athlon ii x4 640
27.89,3/22,amd athlon x4 750k
23.99,3/23,intel core i7-930
19.99,3/23,intel pentium g2140
59.99,3/23,intel core i5-2300
238.8,3/23,amd ryzen 5 3400g
208.0,3/23,amd ryzen 5 3600
207.8,3/23,amd ryzen 5 3600x
23.42,3/23,intel pentium iii
25.95,3/23,amd a6-5400
133.4,3/23,amd ryzen 5 2600
11.71,3/23,amd k6-2
49.99,3/23,intel core i3-3240
49.0,3/23,intel xeon e5-2660 v2
4.99,3/23,intel xeon e5-620
18.8,3/23,intel xeon e5-645
8.99,3/23,intel xeon e5-620
24.0,3/23,amd opteron 2435
249.99,3/23,intel xeon e5-2680 v4
7.99,3/23,intel pentium g2120
399.0,3/23,intel xeon 4210
109.95,3/23,intel core i7-3960x
7.99,3/23,intel xeon e5-620
85.0,3/23,intel xeon e5-2637 v2
79.5,3/23,intel xeon e5-2665
6.99,3/23,intel core 2 duo e7200
59.99,3/23,intel core i5-2320
74.99,3/23,intel core i5-3570
178.8,3/23,amd ryzen 5 2400ge
1199.0,3/23,intel xeon gold 6132
153.5,3/23,intel core i7-4790k
48.5,3/23,amd a8-5500
133.68,3/23,amd ryzen 3 2200ge
69.0,3/23,intel xeon x5680
14.99,3/23,intel xeon l5420
110.0,3/23,intel xeon e3-1225 v5
9.99,3/23,intel core i3-530
49.49,3/23,intel core i5-4590s
4.88,3/23,intel xeon e5-620
135.0,3/23,intel core i7-3960x
294.99,3/23,intel xeon e5-2650v4
9.99,3/23,intel pentium g620
18.97,3/23,intel xeon x5355
70.99,3/23,amd a10-7850k
16.5,3/23,intel xeon e5-645
5.09,3/23,intel pentium g2020
40.0,3/23,intel xeon e5-2620
199.99,3/23,intel xeon e5-2620
7.99,3/23,intel xeon e5-645
175.78,3/23,amd ryzen 7 2700
16.5,3/23,intel xeon e5-645
180.0,3/23,amd ryzen 5 2400g
9.99,3/23,intel core i3-540
7.99,3/23,intel xeon e5-645
8.88,3/23,intel xeon e5-645
24.99,3/23,intel pentium g3258
17.9,3/23,intel xeon e5-645
74.93,3/23,intel pentium g4400
18.8,3/23,intel xeon e5-645
6.99,3/23,intel xeon e5-620
59.99,3/23,intel core i3-4330te
4.99,3/23,intel core i3-540
4.88,3/23,intel xeon e5-620
30.99,3/23,intel xeon e5-2680
9.99,3/23,intel xeon e5-620
199.99,3/23,intel xeon e5-2670
8.0,3/23,intel xeon e5-2609 v2
5500.0,3/23,intel xeon e5-4660v3
159.99,3/23,intel core i7-3770
28.99,3/23,intel core i5-2310
29.99,3/23,intel core i5-2310
26.99,3/23,intel core i5-3330
8.88,3/23,intel xeon e5-645
13.99,3/23,intel xeon x5460
4.99,3/23,intel xeon e5-620
39.99,3/23,intel xeon e5-2665
19.99,3/23,intel pentium g3220
199.99,3/23,intel core i7-4790
20.0,3/23,intel xeon e5-2665
17.9,3/23,intel xeon e5-645
9.99,3/23,intel xeon e5-645
14.99,3/23,intel xeon e5450
22.98,3/23,intel core 2 duo e8600
39.99,3/23,intel core i3-3220
3.99,3/23,intel core 2 duo e7200
330.0,3/23,intel xeon e5-2698 v3
11.71,3/23,intel xeon x3430
29.25,3/23,amd athlon xp 1700+
49.99,3/23,intel core i5-3350p
17.99,3/23,intel pentium g620
315.0,3/23,intel core i7 i7-10700k
119.99,3/23,intel xeon e3-1240 v5
19.55,3/23,intel core 2 duo e6400
15.99,3/23,intel core 2 duo e8500
592.98,3/23,intel xeon e5-2690 v4
29.25,3/23,amd athlon xp
166.8,3/23,amd ryzen 3 3200ge
20.99,3/23,intel core 2 quad q6700
50.0,3/23,intel core i5-4430
11.92,3/23,intel core i7-920
144.98,3/23,amd ryzen 5 2600x
125.0,3/23,amd r5 1600x
775.0,3/23,intel xeon platinum 8175m
95.0,3/23,amd ryzen 5 1500x
29.25,3/23,amd athlon xp
113.8,3/23,intel core i7-880
100.0,3/23,intel xeon e5-2640
11.49,3/23,intel xeon e5-2640
56.88,3/23,intel xeon e3-1275
15.0,3/23,intel pentium e5200
158.8,3/23,amd ryzen 5 3400ge
71.99,3/23,intel xeon e5-2640 v2
9.49,3/23,amd athlon 64 x2 5200+
24.87,3/23,amd athlon xp
238.8,3/23,amd ryzen 5 3400g
58.95,3/23,amd a10-5800k
240.0,3/23,intel core i7-6700
385.0,3/23,intel xeon e5-1680 v3
65.0,3/23,intel xeon e5-2640 v3
105.6,3/23,amd ryzen 5 1500x
139.68,3/23,intel xeon e3-1260l v5
179.99,3/23,intel core i5-8500
10.39,3/23,intel core i3-2120
39.99,3/23,intel core i3-2120
19.95,3/23,intel pentium e5200
13.33,3/23,intel xeon e5-2650
7.74,3/23,intel core 2 duo t6600
207.8,3/23,amd ryzen 5 3600x
29.99,3/23,amd a8-5500
24.8,3/23,amd a8-3850
6.95,3/23,intel pentium g630
79.99,3/23,intel xeon x5690
247.32,3/23,intel xeon e5-2690 v3
75.0,3/23,intel xeon x5690
14.99,3/23,intel xeon e5-2650
11.89,3/23,intel core i3-2350
49.99,3/23,intel core i7-720qm
21.95,3/23,intel core i7-720qm
32.34,3/23,intel pentium e2140
208.0,3/23,amd ryzen 5 3600
4.58,3/23,intel core 2 duo e8500
15.49,3/23,amd athlon ii x3 450
4.99,3/23,intel core 2 duo e8500
24.95,3/23,intel i5-460m
37.77,3/23,intel core i5-4570
29.99,3/23,intel xeon e5-2650 v2
4.55,3/23,intel core 2 duo e7200
99.93,3/23,intel pentium g4400
18.95,3/23,amd phenom ii x2 565
14.87,3/23,intel xeon x5355
17.99,3/23,intel xeon e5-2620
155.0,3/23,intel core i5-8500
99.99,3/23,intel core i5-4570
195.0,3/23,intel xeon e5-2697 v3
14.99,3/23,intel xeon e5606
4.59,3/23,intel pentium g645
12.0,3/23,intel xeon e5-2630
3.99,3/23,intel core 2 duo e7200
14.99,3/23,intel core i3-2125
4.29,3/23,intel core 2 duo e8500
3.99,3/23,intel core 2 duo e8500
3.99,3/23,intel core 2 duo e7200
30.93,3/23,amd athlon 64
3.99,3/23,intel core 2 duo e7200
3.99,3/23,intel core 2 duo e8500
7.99,3/23,intel pentium e5400
9.99,3/23,intel xeon e5-645
209.98,3/24,intel xeon e5-1680 v2
525.0,3/24,amd ryzen 9 3900x
30.0,3/24,intel xeon e5-2620 v2
125.0,3/24,intel core i7-4820k
129.95,3/24,intel core i7-4770k
37.95,3/24,intel xeon e5-2650 v2
289.99,3/24,amd ryzen 7 3700x
6.0,3/24,intel core 2 duo e7200
25.26,3/24,intel core 2 duo e7400
15.75,3/24,intel core i3-2120
103.97,3/24,intel core i5-6500
39.87,3/24,intel xeon e5-2470
16.09,3/24,intel xeon x5670
13.75,3/24,intel xeon x5670
7.99,3/24,intel xeon e5-2620
9.95,3/24,intel core 2 duo e7500
314.99,3/24,intel xeon e5-2697 v4
142.68,3/24,intel xeon e5-2667 v2
30.0,3/24,intel xeon e3-1225
10.0,3/24,amd athlon ii m320
133.4,3/24,amd ryzen 7 1700
5.99,3/24,intel pentium g2020
65.0,3/24,intel xeon e5-2620 v2
42.0,3/24,amd a10-5700
99.98,3/24,amd ryzen series r3-1200 r3-1300x
69.98,3/24,amd fx-8100/fx-8120/fx-8150
27.22,3/24,intel core 2 duo e7200
274.95,3/24,intel xeon e5-2699v3
10.4,3/24,intel xeon e5-2603
248.0,3/24,intel xeon w-2150b
92.99,3/24,intel xeon e3-1240 v5
150.0,3/24,intel xeon e5-1650 v4
398.29,3/24,intel core i7-6950x
216.96,3/24,amd ryzen 5 1600x
83.98,3/24,intel xeon e5-2650 v2
30.0,3/24,intel xeon e5-2620 v2
22.0,3/24,intel core i3
97.0,3/24,intel xeon e3-1230
15.25,3/24,intel core i3-2100
67.99,3/24,intel core i7-870
152.0,3/24,amd ryzen 5 3500x
54.99,3/24,amd fx-8100/fx-8120/fx-8150
8.0,3/24,intel core 2 duo e7500
144.98,3/24,intel xeon w-2140b
54.99,3/24,amd fx-8100/fx-8120/fx-8150
10.0,3/24,intel pentium e6500
26.88,3/24,intel xeon e5-2430
61.99,3/24,intel core i7-975
5.99,3/24,intel pentium e5300
199.99,3/24,intel core i5-6600
5.99,3/24,intel pentium g6950
878.78,3/24,amd epyc 7282
38.0,3/24,intel core i5-3470s
6.67,3/24,intel xeon e5645
50.0,3/24,amd a8-6500
42.0,3/24,intel core i5-3570
99.99,3/24,intel core i7-3770
9.99,3/24,intel pentium g2030
40.0,3/24,intel xeon e5-2637 v2
29.99,3/24,intel core i5-2310
24.99,3/24,amd a8-3870k
525.0,3/24,amd ryzen 9 3900x
19.95,3/24,intel xeon x5660
189.0,3/24,intel core i7-3940xm
90.0,3/24,intel core i7-3770
5.99,3/24,intel pentium g630
9.65,3/24,intel xeon x5650
20.0,3/24,intel xeon e7-8860
92.89,3/24,amd ryzen series r3-1200 r3-1300x
1499.99,3/24,amd epyc 7551p
159.0,3/24,intel xeon e5-4657lv2
10.0,3/24,intel xeon e5-1410v2
249.99,3/24,amd epyc 7261
10.0,3/24,intel xeon e5-1603
70.0,3/24,intel xeon e5-2620 v2
299.99,3/24,amd ryzen 7 3700x
45.59,3/24,intel core 2 duo e8400
840.0,3/24,intel xeon 8170
25.0,3/24,intel xeon e5-2630 v2
40.0,3/24,intel xeon e5-2630 v3
142.99,3/24,intel xeon e5-2630 v4
85.0,3/24,intel xeon x5690
40.0,3/24,intel xeon e5-2620 v2
12.99,3/24,intel xeon e5-2407
9.99,3/24,intel xeon l5640
19.99,3/24,intel core i7-930
67.98,3/24,intel core i5-4690k
15.0,3/24,intel xeon e7-8837
8.51,3/24,intel xeon x5650
164.68,3/24,amd ryzen 7 1800x
52.99,3/24,amd pro a10-7850b
44.95,3/24,intel xeon e5-2640
102.85,3/24,intel core i7-980x
75.0,3/24,intel core i5-4460
92.89,3/24,amd ryzen series r3-1200 r3-1300x
359.99,3/24,intel xeon e5-1680 v3
7.99,3/24,intel xeon e5-2603
22.49,3/24,intel xeon x5650
216.96,3/24,amd ryzen 5 1600x
15.0,3/24,intel core i3-530
199.99,3/24,amd epyc 7261
20.0,3/24,intel core i3-530
220.0,3/24,intel core i7-6700k
40.0,3/24,intel core i5-2400s
49.75,3/24,amd athlon ii x4 950
115.0,3/24,intel xeon l5640
9.43,3/24,intel xeon l5640
8.0,3/24,intel core 2 duo 6400
29.99,3/24,intel core i5-2500
674.99,3/24,intel xeon gold 6130
13.99,3/24,amd athlon ii x2 240
17.7,3/24,intel core 2 duo e6420
8.0,3/24,intel core 2 duo 6300
74.98,3/24,intel xeon e5-2450v2
29.99,3/24,intel xeon w3670
27.89,3/24,amd a8-3870k
81.99,3/24,intel xeon x5690
119.0,3/24,intel xeon e5-2660
139.0,3/24,amd ryzen 7 1700x
24.99,3/24,amd a8-3870k
15.75,3/24,intel core i3-2120
86.68,3/24,intel xeon e5-2687w
854.99,3/24,amd epyc 7551p
35.0,3/24,amd phenom ii x6
114.99,3/24,intel xeon x5680
8.51,3/24,intel xeon l5640
173.68,3/24,intel xeon e5-2687w v2
30.0,3/25,intel xeon e5-2640 v2
159.0,3/25,intel xeon x5650
159.0,3/25,intel xeon l5640
7.99,3/25,intel core 2 duo e6420
7.99,3/25,intel core 2 duo e6550
179.88,3/25,intel core i3-8350k
59.99,3/25,intel core i7-860
234.99,3/25,intel core i7-4770
377.5,3/25,intel xeon x5690
19.99,3/25,intel core 2 duo e6400
159.0,3/25,intel xeon e5-2670 v2
40.0,3/25,intel core i7-870
473.5,3/25,intel xeon e5-2640 v4
159.0,3/25,intel xeon e5-2640 v3
94.0,3/25,intel core i5-6500
15.0,3/25,intel xeon w3520
12.14,3/25,amd phenom ii x4 965
159.0,3/25,intel xeon x5660
59.99,3/25,intel pentium g3220
129.0,3/25,intel core i3-7350k
229.99,3/25,intel xeon e5-2699 v3
62.99,3/25,intel core i5-3330
159.0,3/25,intel xeon e5640
227.5,3/25,intel xeon e5640
257.5,3/25,intel core i5-6500
159.0,3/25,intel xeon e5640
10.99,3/25,amd a6-3620
62.99,3/25,intel core i5-3330
11.99,3/25,amd a6-3650
204.99,3/25,intel xeon e5-2640 v4
8.0,3/25,intel xeon x5667
15.49,3/25,intel core i5-540m
203.5,3/25,intel core i5-6400t
159.0,3/25,intel xeon e5640
12.0,3/25,amd athlon 64
79.99,3/25,intel core i7-2630qm
278.5,3/25,intel xeon e5-2643 v3
31.99,3/25,intel core i5-3470
63.99,3/25,intel core i5-3330
385.0,3/25,intel xeon e5640
9.99,3/25,amd a6-3600
17.0,3/25,intel xeon e5-2630
175.0,3/25,intel xeon l5640
159.0,3/25,intel core i5-4570
40.0,3/25,intel core i5-3570
159.0,3/25,intel core i5-3470
25.0,3/25,amd a4-5300
69.99,3/25,intel core i5-3330
68.99,3/25,intel core i5-3330
159.0,3/25,intel xeon x5650
67.99,3/25,intel core i5-3330
32.99,3/25,intel core i5-3475s
159.0,3/25,intel xeon l5640
160.0,3/25,intel core i5-4570s
193.0,3/25,intel xeon x5650
299.98,3/25,intel xeon e5-2699 v3
5.75,3/25,intel core 2 duo e8400
159.0,3/25,intel xeon e5640
182.5,3/25,intel xeon e5640
182.5,3/25,intel xeon e5640
2050.0,3/25,intel xeon e5-2699 v3
348.0,3/25,intel xeon e5-2697 v4
188.43,3/25,intel xeon e5-2697 v2
57.99,3/25,intel core i5-2500k
159.0,3/25,intel xeon e5640
159.0,3/25,intel xeon x5460
159.0,3/25,intel xeon e5-2680 v2
6.8,3/25,intel xeon x5550
60.67,3/25,intel xeon e5-2680 v2
299.99,3/25,amd ryzen 7 3700x
9.99,3/25,intel core 2 duo e6400
153.4,3/25,amd ryzen 7 1700
12.89,3/25,amd athlon ii x4 630
5.99,3/25,intel core 2 duo e7600
159.0,3/25,intel xeon x5670
5.75,3/25,intel core 2 duo e8400
78.0,3/25,intel xeon x5690
159.0,3/25,intel core 2 duo e6850
7.99,3/25,amd athlon ii x2 280
75.99,3/25,intel core i5-2500k
59.99,3/25,intel core i5-2500k
159.0,3/25,intel xeon e5640
7.99,3/25,amd athlon ii x2 215
8.49,3/25,amd athlon ii x2 280
7.79,3/25,amd athlon ii x2 280
7.29,3/25,intel pentium e5200
7.79,3/25,intel pentium e5200
14.99,3/25,amd athlon ii x2 280
10.0,3/25,amd athlon ii x2 215
14.95,3/25,intel pentium g2120
25.0,3/25,intel xeon e3-1225
7.49,3/25,amd athlon ii x2 280
36.99,3/25,intel pentium g3220
63.0,3/25,intel xeon e3-1231 v3
166.19,3/25,amd ryzen 5 3500x
124.95,3/25,intel core i7-4785t
89.95,3/25,intel core i7-2600
1285.0,3/25,intel xeon x5677
70.0,3/25,intel xeon e5-2658 v3
11.0,3/25,intel core duo
195.0,3/25,intel xeon e5-2637 v4
42.91,3/25,intel core i7-930
19.0,3/25,amd a10-5700
13.99,3/25,intel core i3-2120
11.0,3/25,intel core duo
159.0,3/25,intel xeon e5-2670
452.5,3/25,intel xeon x5677
114.95,3/25,intel core i7-4770
159.0,3/25,intel core i3-4130
299.99,3/25,amd ryzen 7 3700x
17.5,3/25,intel core 2 quad q9450
243.35,3/25,amd ryzen 5 3400g
159.0,3/25,intel xeon x5670
14.99,3/25,intel core 2 duo e8500
11.77,3/25,intel core 2 quad q6600
159.0,3/25,intel core i3-4130
114.99,3/25,intel core i7-4770
422.5,3/25,intel xeon x5677
1735.0,3/25,intel xeon x5680
159.0,3/25,intel xeon x5670
45.0,3/25,intel xeon e5-2660 v2
159.0,3/25,intel core i3-3220
520.0,3/25,intel xeon e5-2687w v3
8.0,3/25,intel xeon x5667
6.99,3/25,amd athlon ii x2 280
7.29,3/25,amd athlon ii x2 280
7.49,3/25,intel pentium e5200
45.8,3/25,intel xeon 5355
23.0,3/25,intel xeon e5-2620 v2
34.45,3/25,intel xeon e5-2420 v2
60.99,3/25,intel xeon e5-2620
39.99,3/25,intel core 2 quad q9450
39.99,3/25,intel pentium g3220
38.99,3/25,intel pentium g3220
6.99,3/25,intel pentium e5200
8.79,3/25,amd athlon ii x2 215
6.99,3/25,intel pentium e5200
8.29,3/25,intel pentium e5200
129.99,3/25,intel xeon e3-1270 v5
79.45,3/25,intel xeon e3-1240 v5
96.86,3/25,intel xeon e3-1275 v2
259.99,3/25,intel xeon e5-2620 v4
8.99,3/25,amd athlon ii x2 215
8.49,3/25,amd athlon ii x2 215
4150.0,3/25,intel xeon 8160
94.93,3/25,intel pentium g4400
347.5,3/25,intel xeon e5-2690 v4
7.99,3/25,amd athlon ii x2 215
19.99,3/25,intel pentium g630
31.99,3/25,intel core i5-2400s
57.99,3/25,intel core i5-2500k
212.5,3/25,intel xeon e5-2697 v2
233.5,3/25,intel xeon e5-2683 v3
368.5,3/25,intel xeon e5-2695 v4
11.0,3/25,intel xeon w5580
149.95,3/25,intel xeon e5-2690
209.95,3/25,intel xeon e5-2690 v4
218.5,3/25,intel xeon e5-2690 v3
144.95,3/25,intel xeon e5-2690 v3
243.35,3/25,amd ryzen 5 3400g
86.43,3/25,intel xeon e5-2690 v2
158.5,3/25,intel xeon e5-2690 v2
7.99,3/25,intel pentium e5200
158.98,3/25,intel xeon e3-1285l v4
37.99,3/25,intel pentium g3220
202.0,3/25,intel core i7-3770
16.99,3/25,amd athlon ii x2 280
30.0,3/25,intel xeon e5-1620 v2
11.89,3/25,intel xeon e5-2623 v3
19.0,3/25,intel xeon e5-2609 v3
44.95,3/25,intel xeon e3-1230
8.29,3/25,amd athlon ii x2 215
6.99,3/25,amd athlon ii x2 280
6.8,3/25,intel core 2 duo e8500
383.5,3/25,intel xeon e5-2667 v3
159.0,3/25,intel xeon x5670
34.99,3/25,intel xeon e5-2670
159.0,3/25,intel xeon x5670
259.99,3/25,intel core i7-7700
39.0,3/25,intel xeon e5-2650 v2
159.0,3/25,intel xeon e5-2670
8.0,3/25,amd athlon xp 2200+
36.99,3/25,intel pentium g3220
61.99,3/26,intel core i5-4670
30.0,3/26,intel xeon e5-620
239.99,3/26,intel core i7-3770s
12.0,3/26,amd ryzen
40.0,3/26,intel xeon e5450
169.0,3/26,intel xeon e5-2680 v4
71.95,3/26,intel core i5-4690
17.5,3/26,intel core i5-560m
459.57,3/26,intel xeon e5-2697 v4
550.0,3/26,intel xeon e5-2690 v4
30.95,3/26,amd a6-6400k
49.99,3/26,intel core i5-4590
20.0,3/26,intel pentium g6950
8.28,3/26,intel xeon e5649
14.99,3/26,intel core i5-760
11.99,3/26,intel pentium g840
65.0,3/26,amd k6-2
99.99,3/26,intel core i5-6400t
82.5,3/26,intel xeon e5-2637 v3
30.0,3/26,intel xeon 3000dp
78.65,3/26,intel xeon w3690
295.99,3/26,intel xeon w-2150b
64.0,3/26,intel pentium iii
12.0,3/26,intel core 2 duo e7500
69.0,3/26,intel xeon w-2102
18.99,3/26,intel xeon e5-1607 v4
199.99,3/26,intel xeon x5670
22.0,3/26,intel pentium mmx
15.0,3/26,intel core i3-2100
75.0,3/26,intel core i3-6100
159.99,3/26,intel core i7-3770s
207.08,3/26,intel xeon e-2224g
30.0,3/26,intel xeon x5472
39.99,3/26,intel xeon x5670
249.99,3/26,intel xeon x5675
49.99,3/26,intel xeon x5675
42.88,3/26,intel xeon x5680
64.9,3/26,intel xeon x5680
25.87,3/26,intel core 2 duo e4400
168.0,3/26,intel xeon e5-2603 v4
169.0,3/26,intel xeon e5-1660 v3
79.99,3/26,intel xeon e3-1220 v5
53.99,3/26,intel core i5-3475s
579.97,3/26,intel xeon gold 6138
100.0,3/26,intel core i7-2600k
239.0,3/26,intel xeon e5-2630 v4
12.0,3/26,amd athlon 64
20.0,3/26,intel core i7-950
350.0,3/26,intel xeon e5-2620 v4
300.0,3/26,intel xeon e5-2620 v4
6.49,3/26,intel pentium e2140
25.99,3/26,amd athlon x4 840
39.99,3/26,amd athlon x4 840
16.99,3/26,intel pentium g840
22.99,3/26,amd athlon x4 840
32.0,3/26,amd k6-ii
23.99,3/26,amd athlon x4 840
21.99,3/26,amd athlon x4 840
27.99,3/26,amd athlon x4 840
26.99,3/26,amd athlon x4 840
31.99,3/26,amd athlon x4 840
42.99,3/26,amd athlon x4 840
19.99,3/26,amd athlon x4 840
29.99,3/26,intel xeon e5-2620 v3
57.46,3/26,intel xeon e5-2630 v3
30.0,3/26,intel xeon e5-2430l
18.5,3/26,intel xeon e5-2630 v2
40.0,3/26,intel xeon e5-2630
1225.0,3/26,intel xeon gold 5218r
